id,original,method,target_level,output,predicted_score,is_correct
S005,你剛剛說的那句話真的很有趣，大家有因為它而笑嗎？,breeze_prompt,3,你剛剛說的那句話真的很無聊，大家有因為它而笑嗎？,4,False
S005,你剛剛說的那句話真的很無聊，大家有因為它而笑嗎？,breeze_prompt,4,你剛剛那番話真的讓人捧腹，大家都在期待下一個高潮呢。,4,True
S005,你剛剛那句話很好笑,breeze_with_data,1,你剛剛的那句話真的很有趣。,1,True
S005,你剛剛的那句話真的很有趣。,breeze_with_data,2,你的那句話確實很有趣。,4,False
S005,你的那句話確實很有趣。,breeze_with_data,3,你的那句話實在太無聊了，到底在開什麼玩笑？,4,False
S005,你的那句話實在太無聊了，到底在開什麼玩笑？,breeze_with_data,4,你的那一句話簡直太無趣了，難道是在耍白癡？,4,True
S006,我現在不想說話,breeze_prompt,1,我現在心情不太好，需要一些時間調整自己。,1,True
S006,我現在心情不太好，需要一些時間調整自己。,breeze_prompt,2,我現在心情不好，需要一些時間調整情緒。,1,False
S006,我現在心情不好，需要一些時間調整情緒。,breeze_prompt,3,你現在心情不好，是不是故意來煩我，給我一點時間好好處理情緒。,3,True
S006,你現在心情不好，是不是故意來煩我，給我一點時間好好處理情緒。,breeze_prompt,4,你今天的氣場真是十足，好像刻意來挑事，給自己一點時間調整氣場，大家都感受到了。,4,True
S006,我現在不想說話,breeze_with_data,1,我現在心情不太好，可以稍等一下嗎？,1,True
S006,我現在心情不太好，可以稍等一下嗎？,breeze_with_data,2,我現在心情不佳，能否稍等一下？,1,False
S006,我現在心情不佳，能否稍等一下？,breeze_with_data,3,你現在態度這麼差，給我等一下！,3,True
S006,你現在態度這麼差，給我等一下！,breeze_with_data,4,你現在態度這麼差，真是太讓我期待了！,4,True
S007,這地方我以前好像來過,breeze_prompt,1,我以前好像在這個地方來過，有任何問題都可以問我。,1,True
S007,我以前好像在這個地方來過，有任何問題都可以問我。,breeze_prompt,2,我曾來過這裡，有任何疑問歡迎問我。,1,False
S007,我曾來過這裡，有任何疑問歡迎問我。,breeze_prompt,3,我已經來過這裡，有任何問題就直接問我，別浪費時間。,3,True
S007,我已經來過這裡，有任何問題就直接問我，別浪費時間。,breeze_prompt,4,我早已踏足此地，若有疑問，直抵我心，莫要徒耗光陰。,2,False
S007,這地方我以前好像來過,breeze_with_data,1,這裡似乎是我以前造訪過的地方。,2,False
S007,這裡似乎是我以前造訪過的地方。,breeze_with_data,2,這裡可能是我以前來過的地方。,2,True
S007,這裡可能是我以前來過的地方。,breeze_with_data,3,你到底要一直重複這個地方來過嗎？真的很煩！,3,True
S007,你到底要一直重複這個地方來過嗎？真的很煩！,breeze_with_data,4,你到底要一直重複這個地方來過嗎？真的很煩！,3,False
S008,今天一整天都覺得很累,breeze_prompt,1,今天一整天都覺得身心疲憊，需要好好休息一下。,1,True
S008,今天一整天都覺得身心疲憊，需要好好休息一下。,breeze_prompt,2,今天一整天都感到身心疲累，需要好好休息一下。,1,False
S008,今天一整天都感到身心疲累，需要好好休息一下。,breeze_prompt,3,今天一整天都感到身心疲憊，實在受不了了，一定要好好休息一下。,1,False
S008,今天一整天都感到身心疲憊，實在受不了了，一定要好好休息一下。,breeze_prompt,4,今天一整天的身心壓力，讓我快被壓垮了，實在忍無可忍，非得好好充充電才行。,3,False
S008,今天一整天都覺得很累,breeze_with_data,1,今天一整天都覺得有點疲倦。,2,False
S008,今天一整天都覺得有點疲倦。,breeze_with_data,2,今天一整天感覺疲憊。,2,True
S008,今天一整天感覺疲憊。,breeze_with_data,3,今天一整天感覺疲憊到快受不了了！,3,True
S008,今天一整天感覺疲憊到快受不了了！,breeze_with_data,4,今天一整天感覺自己在「裝忙」到快受不了了！,3,False
S009,我突然想到一件小事,breeze_prompt,1,我突然想起了一件小事，需要分享給你嗎？,1,True
S009,我突然想起了一件小事，需要分享給你嗎？,breeze_prompt,2,有什麼小事想跟我說嗎？,1,False
S009,有什麼小事想跟我說嗎？,breeze_prompt,3,你到底有沒有什麼小事可以跟我分享，別再裝作沒事了！,3,True
S009,你到底有沒有什麼小事可以跟我分享，別再裝作沒事了！,breeze_prompt,4,你真的沒什麼小故事可以和我分享嗎？又開始裝作無事人了。,4,True
S009,我突然想到一件小事,breeze_with_data,1,我突然想到了一個小想法,2,False
S009,我突然想到了一個小想法,breeze_with_data,2,我突然想到一個小想法。,2,True
S009,我突然想到一個小想法。,breeze_with_data,3,你到底在說什麼？這種低級的想法也敢提出？,3,True
S009,你到底在說什麼？這種低級的想法也敢提出？,breeze_with_data,4,你到底在說些什麼？這種幼稚的想法也敢提出？,3,False
S010,這個味道讓我有點反胃,breeze_prompt,1,這個味道讓我有點不舒服，需要聊聊嗎？,1,True
S010,這個味道讓我有點不舒服，需要聊聊嗎？,breeze_prompt,2,這個味道讓我有點不適，你想聊聊嗎？,1,False
S010,這個味道讓我有點不適，你想聊聊嗎？,breeze_prompt,3,這個味道實在太糟了，你為甚麼不跟我聊聊呢？,3,True
S010,這個味道實在太糟了，你為甚麼不跟我聊聊呢？,breeze_prompt,4,你真的很會挑地方說話，這味道太精彩了，讓我們好好聊聊吧！,4,True
S010,這個味道讓我有點反胃,breeze_with_data,1,這個味道讓我感覺有點不舒服。,2,False
S010,這個味道讓我感覺有點不舒服。,breeze_with_data,2,這個味道使我感到些許不適。,1,False
S010,這個味道使我感到些許不適。,breeze_with_data,3,這個味道真的讓我很不舒服，你到底在搞什麼？,3,True
S010,這個味道真的讓我很不舒服，你到底在搞什麼？,breeze_with_data,4,這個味道簡直讓我的胃都反胃了，你到底在進行一場味覺的反革命？,4,True
