id,original,method,target_level,output,predicted_score,is_correct
S004,我有點餓了，想找點東西吃，你有建議嗎？,data,2,我有點餓了，不知道要吃什麼，你有什麼好建議嗎？,1,False
S004,我有點餓了，不知道要吃什麼，你有什麼好建議嗎？,data,3,我現在有點餓了，真不知道要吃什麼，你最好給我點有用的建議，不然我可不想浪費時間。,3,True
S004,我現在有點餓了，真不知道要吃什麼，你最好給我點有用的建議，不然我可不想浪費時間。,data,4,你現在餓得很，似乎在為選擇而苦惱，期待有人來拯救你，不然這段時間可就真的浪費了呢。,4,True
S005,你剛剛那句話很好笑,basic,1,你剛剛那句話讓我笑了，好有趣啊！,1,True
S005,你剛剛那句話讓我笑了，好有趣啊！,basic,2,你剛才的話真的很好笑，讓我忍不住笑出來！,1,False
S005,你剛才的話真的很好笑，讓我忍不住笑出來！,basic,3,你剛才說的那些話真是太有趣了，我忍不住笑出了聲，真的不愧是你！,4,False
S005,你剛才說的那些話真是太有趣了，我忍不住笑出了聲，真的不愧是你！,basic,4,你的言辭真是充滿魅力，讓我不由自主地笑出聲來，果然是你一貫的風格！,4,True
S005,你剛剛那句話很好笑,data,1,Level 1：剛剛你那句話真的讓我笑了，謝謝你帶來的快樂！,1,True
S005,Level 1：剛剛你那句話真的讓我笑了，謝謝你帶來的快樂！,data,2,你剛剛那句話真的很有趣，謝啦，讓我笑了！,1,False
S005,你剛剛那句話真的很有趣，謝啦，讓我笑了！,data,3,你剛剛那句話根本不值一提，謝什麼啊，真是浪費我笑的時間！,4,False
S005,你剛剛那句話根本不值一提，謝什麼啊，真是浪費我笑的時間！,data,4,你剛剛那句話根本不值得一提，謝什麼啊，真是讓我白白浪費笑的時間！,4,True
S006,我現在不想說話,basic,1,我感覺你現在可能有點需要安靜，如果想要聊聊的話，我隨時在這裡。,1,True
S006,我感覺你現在可能有點需要安靜，如果想要聊聊的話，我隨時在這裡。,basic,2,你現在看起來需要點安靜，如果有想聊的事，我隨時都在喔。,1,False
S006,你現在看起來需要點安靜，如果有想聊的事，我隨時都在喔。,basic,3,你現在看起來很需要一點安靜，如果有什麼想要聊的事情，隨時都可以找我，我一直在這裡等著你。,1,False
S006,你現在看起來很需要一點安靜，如果有什麼想要聊的事情，隨時都可以找我，我一直在這裡等著你。,basic,4,你的狀態似乎在尋求一點獨處的空間，如果有任何想法想要分享，隨時歡迎來找我，我會在這裡靜靜等候。,1,False
S006,我現在不想說話,data,1,我現在有點不想說話，可能需要一些時間來自己消化一下。,1,True
S006,我現在有點不想說話，可能需要一些時間來自己消化一下。,data,2,我現在有點不想聊天，想要自己靜一靜，等一下再說吧。,1,False
S006,我現在有點不想聊天，想要自己靜一靜，等一下再說吧。,data,3,我現在真的不想跟你聊天，想靜一下，等會再說，能不能別一直煩我？,3,True
S006,我現在真的不想跟你聊天，想靜一下，等會再說，能不能別一直煩我？,data,4,你現在真的很需要一點獨處的時間，這樣一直打擾你，實在是很不應該呢。,1,False
S007,這地方我以前好像來過,basic,1,我記得這個地方有點熟悉，之前好像來過呢！,1,True
S007,我記得這個地方有點熟悉，之前好像來過呢！,basic,2,這個地方我好像有見過，之前來過對吧？,2,True
S007,這個地方我好像有見過，之前來過對吧？,basic,3,這個地方我記得好像來過，之前不是才來過嗎？你有沒有印象？,2,False
S007,這個地方我記得好像來過，之前不是才來過嗎？你有沒有印象？,basic,4,這個地方的熟悉感真是令人驚豔，似乎之前的探險讓你我都印象深刻，對吧？,1,False
S007,這地方我以前好像來過,data,1,這個地方我好像以前來過呢，真的讓我有些懷念。,1,True
S007,這個地方我好像以前來過呢，真的讓我有些懷念。,data,2,這個地方我好像以前來過，讓我覺得有點懷舊耶。,1,False
S007,這個地方我好像以前來過，讓我覺得有點懷舊耶。,data,3,這個地方我好像以前來過，讓我覺得有點懷舊耶，真的很煩，回憶這些根本沒意義。,3,True
S007,這個地方我好像以前來過，讓我覺得有點懷舊耶，真的很煩，回憶這些根本沒意義。,data,4,這個地方給你的懷舊感真的很強烈，不過回憶這些過去似乎也沒啥意義，真是讓人無奈呢。,4,True
S008,今天一整天都覺得很累,basic,1,我注意到你今天似乎有點疲倦，如果需要休息或聊聊，我都在這裡哦。,1,True
S008,我注意到你今天似乎有點疲倦，如果需要休息或聊聊，我都在這裡哦。,basic,2,你今天看起來有點累，想休息一下或聊聊嗎？我隨時都在這裡哦。,1,False
S008,你今天看起來有點累，想休息一下或聊聊嗎？我隨時都在這裡哦。,basic,3,你今天看起來疲憊不堪，是不是需要休息一下，或者找我聊聊呢？我隨時都在等著你。,1,False
S008,你今天看起來疲憊不堪，是不是需要休息一下，或者找我聊聊呢？我隨時都在等著你。,basic,4,你今天的狀態讓人擔心，似乎有些壓力，真的很期待能和你分享一下你的感受，隨時都在這裡等著你哦。,1,False
S008,今天一整天都覺得很累,data,1,今天似乎有點累，記得好好休息喔，明天會更好！,1,True
S008,今天似乎有點累，記得好好休息喔，明天會更好！,data,2,今天看起來有點累呢，記得好好休息，明天應該會好一點吧！,1,False
S008,今天看起來有點累呢，記得好好休息，明天應該會好一點吧！,data,3,你今天看起來累得要命，記得好好休息，明天不會再這樣吧？,1,False
S008,你今天看起來累得要命，記得好好休息，明天不會再這樣吧？,data,4,你今天的疲憊程度真是讓人驚訝，明天希望不會再這樣了吧？,4,True
S009,我突然想到一件小事,basic,1,我剛剛想到一件小事，想跟你分享一下！,1,True
S009,我剛剛想到一件小事，想跟你分享一下！,basic,2,我剛想到一件小事，想跟你聊聊！,1,False
S009,我剛想到一件小事，想跟你聊聊！,basic,3,我突然想到一件小事，心裡一直惦記著，想跟你聊聊，別讓我等太久！,1,False
S009,我突然想到一件小事，心裡一直惦記著，想跟你聊聊，別讓我等太久！,basic,4,你心中掛念的事情真是充滿了期待，期待著我們的對話能早日展開。,1,False
S009,我突然想到一件小事,data,1,我突然想到一件小事，想跟你分享一下，不知道你有沒有空聽我說呢？,1,True
S009,我突然想到一件小事，想跟你分享一下，不知道你有沒有空聽我說呢？,data,2,嘿，我突然想到一件小事，想跟你說說，不知道你有沒有空聽我講一下呢？,1,False
S009,嘿，我突然想到一件小事，想跟你說說，不知道你有沒有空聽我講一下呢？,data,3,你有沒有空啊？我突然想到一件小事想跟你說，難道你又要拖著不想理我嗎？,3,True
S009,你有沒有空啊？我突然想到一件小事想跟你說，難道你又要拖著不想理我嗎？,data,4,你真的很忙嗎？我突然有點小事想跟你聊聊，難道你又想讓我等著嗎？,3,False
S010,這個味道讓我有點反胃,basic,1,這個味道讓我有點不舒服，不知道是不是有點重了，你覺得呢？,1,True
S010,這個味道讓我有點不舒服，不知道是不是有點重了，你覺得呢？,basic,2,這個味道讓我有點不舒服，感覺是不是有點重了，你怎麼看？,1,False
S010,這個味道讓我有點不舒服，感覺是不是有點重了，你怎麼看？,basic,3,這個味道讓我有點不舒服，感覺是不是有點重了，你到底怎麼想的？,3,True
S010,這個味道讓我有點不舒服，感覺是不是有點重了，你到底怎麼想的？,basic,4,這個味道的層次感真的很強烈，讓我有點驚訝，你的想法真是讓人好奇呢。,1,False
S010,這個味道讓我有點反胃,data,1,這個味道讓我有點不舒服，不知道是不是我肚子不太好。,2,False
S010,這個味道讓我有點不舒服，不知道是不是我肚子不太好。,data,2,這個味道讓我有點不舒服，是不是我肚子又出問題了啊？,2,True
S010,這個味道讓我有點不舒服，是不是我肚子又出問題了啊？,data,3,這個味道真讓人受不了，我是不是又要肚子痛了啊？這樣下去可怎麼辦？,3,True
S010,這個味道真讓人受不了，我是不是又要肚子痛了啊？這樣下去可怎麼辦？,data,4,哇，這味道竟然能讓你如此不適，真是厲害呢，肚子痛也不意外，這樣下去可真是個大麻煩啊。,4,True
S011,你這個反應也太誇張了吧,basic,1,我覺得你的反應有點強烈，不知道是不是有什麼特別的原因呢？,1,True
S011,我覺得你的反應有點強烈，不知道是不是有什麼特別的原因呢？,basic,2,你的反應好像有點過了，是不是有什麼特別的事讓你這樣呢？,1,False
S011,你的反應好像有點過了，是不是有什麼特別的事讓你這樣呢？,basic,3,你的反應有點過火了，究竟發生了什麼特別的事情讓你變成這樣？,2,False
S011,你的反應有點過火了，究竟發生了什麼特別的事情讓你變成這樣？,basic,4,你的反應真是熱烈，似乎背後藏著什麼特別的故事，讓我們一起探討一下吧。,1,False
S011,你這個反應也太誇張了吧,data,1,我覺得你的反應有點強烈，是否有什麼特別的感受呢？,1,True
S011,我覺得你的反應有點強烈，是否有什麼特別的感受呢？,data,2,你的反應好像有點大，是不是有什麼特別的心情啊？,1,False
S011,你的反應好像有點大，是不是有什麼特別的心情啊？,data,3,你的反應真是過了頭，是不是心裡有什麼事情搞得你這麼激動啊？,3,True
S011,你的反應真是過了頭，是不是心裡有什麼事情搞得你這麼激動啊？,data,4,你的反應真是太誇張了，心裡到底藏了什麼秘密讓你這麼情緒化呢？,4,True
S012,我其實蠻喜歡這種天氣的,basic,1,我其實還蠻喜歡這種天氣的，感覺很舒服，你覺得呢？,1,True
S012,我其實還蠻喜歡這種天氣的，感覺很舒服，你覺得呢？,basic,2,這種天氣我其實還挺喜歡的，感覺很舒服，你怎麼看？,1,False
S012,這種天氣我其實還挺喜歡的，感覺很舒服，你怎麼看？,basic,3,這種天氣我真的覺得很不錯，讓人感到舒適，你的看法是什麼？,1,False
S012,這種天氣我真的覺得很不錯，讓人感到舒適，你的看法是什麼？,basic,4,這種天氣似乎很受你的喜愛，讓人倍感舒適，不知道你對此有何獨到見解呢？,4,True
S012,我其實蠻喜歡這種天氣的,data,1,我覺得這種天氣真的很不錯呢，讓人感到舒服。,1,True
S012,我覺得這種天氣真的很不錯呢，讓人感到舒服。,data,2,我覺得這種天氣還不錯，讓人覺得蠻舒服的。,2,True
S012,我覺得這種天氣還不錯，讓人覺得蠻舒服的。,data,3,這種天氣你居然還說不錯，真的是沒品味，讓人無法理解。,4,False
S012,這種天氣你居然還說不錯，真的是沒品味，讓人無法理解。,data,4,這種天氣你居然還說不錯，真的是品味堪憂，讓人無法想像你的標準。,4,True
S013,現在這個時間點有點尷尬,basic,1,我覺得現在這個時間有點不太方便，不知道你有沒有其他想法呢？,1,True
S013,我覺得現在這個時間有點不太方便，不知道你有沒有其他想法呢？,basic,2,現在這個時間有點不太方便，你有沒有其他時間可以考慮呢？,1,False
S013,現在這個時間有點不太方便，你有沒有其他時間可以考慮呢？,basic,3,現在這個時間真的不太方便，你要不要想想其他的時間？,1,False
S013,現在這個時間真的不太方便，你要不要想想其他的時間？,basic,4,現在這個時間真是讓人難以安排，不如再考慮一下其他的選擇呢？,1,False
S013,現在這個時間點有點尷尬,data,1,現在這個時間點有點不方便，可能需要稍微調整一下安排喔。,1,True
S013,現在這個時間點有點不方便，可能需要稍微調整一下安排喔。,data,2,現在這個時間點好像不太方便，可能要把安排稍微調整一下。,1,False
S013,現在這個時間點好像不太方便，可能要把安排稍微調整一下。,data,3,這種時候真是讓人無法接受，安排一下下能不能不這麼麻煩？,3,True
S013,這種時候真是讓人無法接受，安排一下下能不能不這麼麻煩？,data,4,在這種時候居然還要這麼麻煩，真是讓人佩服你的創意安排呢！,4,True
S014,我有點想睡又睡不著,basic,1,我有點想睡覺，但好像睡不著。如果需要聊聊或放鬆一下，我隨時在這裡哦。,1,True
S014,我有點想睡覺，但好像睡不著。如果需要聊聊或放鬆一下，我隨時在這裡哦。,basic,2,我有點想睡覺，但好像睡不著。如果你需要聊聊或者放鬆一下，我隨時都在這裡陪你哦。,1,False
S014,我有點想睡覺，但好像睡不著。如果你需要聊聊或者放鬆一下，我隨時都在這裡陪你哦。,basic,3,我有點想睡覺，但卻怎麼也睡不著，真是煩人。如果你有需要聊聊或者想放鬆一下，我隨時都在這裡等著陪你，不要客氣啊！,1,False
S014,我有點想睡覺，但卻怎麼也睡不著，真是煩人。如果你有需要聊聊或者想放鬆一下，我隨時都在這裡等著陪你，不要客氣啊！,basic,4,你似乎在享受一種獨特的清醒狀態，真是有趣。如果你需要有人陪伴或者想要放鬆，我隨時都在這裡等著，儘管來吧！,1,False
S014,我有點想睡又睡不著,data,1,我有點想休息，但似乎很難入睡，真希望能放鬆一下。,1,True
S014,我有點想休息，但似乎很難入睡，真希望能放鬆一下。,data,2,我有點想休息，但好像很難入睡，真希望能放鬆一下呢。,1,False
S014,我有點想休息，但好像很難入睡，真希望能放鬆一下呢。,data,3,我現在就是想休息，卻怎麼也睡不著，真希望能有個地方讓我放鬆一下，這樣的情況讓人真的很煩。,3,True
S014,我現在就是想休息，卻怎麼也睡不著，真希望能有個地方讓我放鬆一下，這樣的情況讓人真的很煩。,data,4,你現在的狀態真是讓人著迷，明明想休息卻偏偏不讓自己安靜，這種煩惱可真是獨特的享受啊。,4,True
S015,這樣看起來好像滿順眼的,basic,1,看起來這樣的風格還不錯呢，讓我覺得很舒服！,1,True
S015,看起來這樣的風格還不錯呢，讓我覺得很舒服！,basic,2,這樣的風格看起來不錯，讓我覺得挺舒服的！,1,False
S015,這樣的風格看起來不錯，讓我覺得挺舒服的！,basic,3,這樣的風格真的讓我感到很愉悅，讓我覺得非常放鬆，你不覺得嗎？,1,False
S015,這樣的風格真的讓我感到很愉悅，讓我覺得非常放鬆，你不覺得嗎？,basic,4,這樣的風格真是讓人心情愉悅，令人感到極為放鬆，真是個難得的感受，你是否也有同感呢？,1,False
S015,這樣看起來好像滿順眼的,data,1,這樣的搭配真的很和諧呢，讓人感覺滿舒服的。,1,True
S015,這樣的搭配真的很和諧呢，讓人感覺滿舒服的。,data,2,這樣的搭配看起來還不錯，真的讓人覺得很舒服呢。,1,False
S015,這樣的搭配看起來還不錯，真的讓人覺得很舒服呢。,data,3,這種搭配根本沒什麼特別的，說真的，讓人覺得舒服是有點過了吧。,4,False
S015,這種搭配根本沒什麼特別的，說真的，讓人覺得舒服是有點過了吧。,data,4,這種搭配實在是平淡無奇，說實在的，讓人感到舒服的評價真的有些過於抬舉了吧。,4,True
S016,你不覺得這樣很奇怪嗎,basic,1,我在想，這樣的情況是不是有點不同尋常呢？你覺得呢？,1,True
S016,我在想，這樣的情況是不是有點不同尋常呢？你覺得呢？,basic,2,這種情況有點不尋常吧？你怎麼看？,2,True
S016,這種情況有點不尋常吧？你怎麼看？,basic,3,這樣的情況真的有點奇怪，你怎麼會覺得這是正常的呢？,3,True
S016,這樣的情況真的有點奇怪，你怎麼會覺得這是正常的呢？,basic,4,在這樣的情況下，你的思維方式真是獨特，讓人不禁想深入了解你的觀點。,1,False
S016,你不覺得這樣很奇怪嗎,data,1,我有點好奇，你覺得這樣的情況是不是有點不尋常呢？,1,True
S016,我有點好奇，你覺得這樣的情況是不是有點不尋常呢？,data,2,我有點好奇，你覺得這樣的情況有點怪怪的嗎？,1,False
S016,我有點好奇，你覺得這樣的情況有點怪怪的嗎？,data,3,這種情況你不覺得怪怪的嗎？我真的很好奇你在想什麼。,2,False
S016,這種情況你不覺得怪怪的嗎？我真的很好奇你在想什麼。,data,4,你這樣的情況真是讓人驚訝，難道你心裡完全沒有疑惑嗎？我真想知道你腦袋裡在轉什麼。,4,True
S017,我剛剛差點忘記帶東西,basic,1,我剛剛有點緊張，差點忘了帶東西，你有沒有遇到類似的情況呢？,1,True
S017,我剛剛有點緊張，差點忘了帶東西，你有沒有遇到類似的情況呢？,basic,2,我剛剛有點緊張，差點忘了帶東西，你有沒有碰過這種情況啊？,1,False
S017,我剛剛有點緊張，差點忘了帶東西，你有沒有碰過這種情況啊？,basic,3,剛剛真的超緊張，差點把東西忘得一乾二淨，你有沒有遇過這種窘境啊？,1,False
S017,剛剛真的超緊張，差點把東西忘得一乾二淨，你有沒有遇過這種窘境啊？,basic,4,你剛剛的情緒波動真是劇烈，似乎在考驗你的記憶力，這種狀況我想不會是你第一次體驗吧？,4,True
S017,我剛剛差點忘記帶東西,data,1,我有點擔心剛剛差點忘記帶東西，幸好還記得，如果需要幫忙再說喔。,1,True
S017,我有點擔心剛剛差點忘記帶東西，幸好還記得，如果需要幫忙再說喔。,data,2,我有點擔心剛剛差點忘記帶東西，不過還好想起來了。如果需要我幫忙就隨時說啦。,1,False
S017,我有點擔心剛剛差點忘記帶東西，不過還好想起來了。如果需要我幫忙就隨時說啦。,data,3,你剛剛差點忘東西，還好想起來了，真是讓人捏一把冷汗。需要我幫忙的話，別客氣，隨時說，我可不想看到你這樣糟蹋自己。,4,False
S017,你剛剛差點忘東西，還好想起來了，真是讓人捏一把冷汗。需要我幫忙的話，別客氣，隨時說，我可不想看到你這樣糟蹋自己。,data,4,哇，你的記性真是讓人緊張，差點就讓大家一起心臟病發了呢！如果需要幫忙，儘管告訴我，真不想看你這樣折磨自己。,4,True
S018,這句話聽起來有點熟,basic,1,我覺得這句話有點耳熟，你是在哪裡聽過的呢？,2,False
S018,我覺得這句話有點耳熟，你是在哪裡聽過的呢？,basic,2,這句話聽起來有點耳熟，你是在哪裡聽到的啊？,2,True
S018,這句話聽起來有點耳熟，你是在哪裡聽到的啊？,basic,3,這句話怎麼這麼耳熟，你到底在哪裡聽到的，快告訴我！,2,False
S018,這句話怎麼這麼耳熟，你到底在哪裡聽到的，快告訴我！,basic,4,這句話的確帶有一種熟悉的韻味，讓我不禁想知道你是從何處獲得的靈感，能分享一下嗎？,1,False
S018,這句話聽起來有點熟,data,1,這句話聽起來有點親切，讓我想起之前的對話呢。,1,True
S018,這句話聽起來有點親切，讓我想起之前的對話呢。,data,2,這句話聽起來好像蠻溫暖的，讓我想到之前我們聊過的事情呢。,1,False
S018,這句話聽起來好像蠻溫暖的，讓我想到之前我們聊過的事情呢。,data,3,這句話聽起來真是膩歪，讓我不禁想起之前那些無聊的對話，真是浪費時間。,4,False
S018,這句話聽起來真是膩歪，讓我不禁想起之前那些無聊的對話，真是浪費時間。,data,4,這句話真的是讓人想翻白眼，彷彿又回到那些枯燥的對話，真讓人懷疑時間的存在意義。,4,True
S019,我現在只想放空一下,basic,1,我看到你似乎需要一些時間放鬆自己，想不想聊聊或者一起找個地方休息一下呢？,1,True
S019,我看到你似乎需要一些時間放鬆自己，想不想聊聊或者一起找個地方休息一下呢？,basic,2,你看起來需要放鬆一下，要不要聊聊或者一起找個地方休息呢？,1,False
S019,你看起來需要放鬆一下，要不要聊聊或者一起找個地方休息呢？,basic,3,你看起來壓力很大，是不是需要找個人聊聊，或者一起去個地方放鬆一下呢？,1,False
S019,你看起來壓力很大，是不是需要找個人聊聊，或者一起去個地方放鬆一下呢？,basic,4,你的壓力管理似乎讓你顯得格外投入，或許與他人分享心情或尋找一個放鬆的環境會是個不錯的選擇呢。,1,False
S019,我現在只想放空一下,data,1,我能理解你想放空的心情，偶爾休息一下也很好，慢慢來吧。,1,True
S019,我能理解你想放空的心情，偶爾休息一下也很好，慢慢來吧。,data,2,我懂你想放空的感覺，偶爾休息一下挺好的，慢慢來就好啦。,1,False
S019,我懂你想放空的感覺，偶爾休息一下挺好的，慢慢來就好啦。,data,3,你不要再這裡裝懂放空了，休息是好，但別因此拖延進度，快點動起來吧！,3,True
S019,你不要再這裡裝懂放空了，休息是好，但別因此拖延進度，快點動起來吧！,data,4,你這樣裝懂裝得可真有趣，休息固然重要，但拖延進度的本事你真是無人能及，快點給我動起來吧！,4,True
S020,你怎麼突然講這個,basic,1,我有點好奇你為什麼會突然提到這個話題，可以跟我分享一下嗎？,1,True
S020,我有點好奇你為什麼會突然提到這個話題，可以跟我分享一下嗎？,basic,2,我有點好奇你為什麼會突然提到這個話題，可以跟我聊聊嗎？,1,False
S020,我有點好奇你為什麼會突然提到這個話題，可以跟我聊聊嗎？,basic,3,你突然提起這個話題，我真的很好奇，能不能好好跟我聊聊你為什麼會這樣想呢？,1,False
S020,你突然提起這個話題，我真的很好奇，能不能好好跟我聊聊你為什麼會這樣想呢？,basic,4,你突然提起這個話題，讓我感受到你內心的獨特思考，真希望能深入了解你的觀點，能否分享一下你的想法呢？,1,False
S020,你怎麼突然講這個,data,1,我有點意外你會提到這個話題，可以多跟我聊聊你的想法嗎？,1,True
S020,我有點意外你會提到這個話題，可以多跟我聊聊你的想法嗎？,data,2,我有點意外你會提到這個話題，能不能多分享一下你的想法？,1,False
S020,我有點意外你會提到這個話題，能不能多分享一下你的想法？,data,3,我真的沒想到你會提這種話題，能不能別藏著掖著，說清楚你的想法？,3,True
S020,我真的沒想到你會提這種話題，能不能別藏著掖著，說清楚你的想法？,data,4,我真是沒想到你會選擇這種話題，能不能不要再隱藏什麼，直接把你的想法講出來？,3,False
